Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,
BERGERPBL,Industrial," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "," 23,188,940 "
BEXIMCO,Industrial," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "," 709,635,341 "
BEXTEX,Textile, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
BGIC,General Insurance," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "," 54,027,253 "
BIFC,NBFI," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "," 100,679,944 "
BLTC,Foods & Allied, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
LINDEBD,Fuel & Power," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "," 15,218,280 "
BRACBANK,Bank," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "," 877,743,060 "
BRACSCBOND,Corp. Bond, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
BSC,Industrial," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "," 92,668,800 "
BSCCL,Telecommunication," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "," 164,905,510 "
BSRMLTD,Industrial," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "," 195,097,717 "
BSRMSTEEL,Industrial," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "," 375,952,500 "
BXPHARMA,Pharmaceuticals," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "," 405,556,463 "
BXSYNTH,Textile," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "," 86,712,367 "
CENTRALINS,General Insurance," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "," 52,587,975 "
CENTRALPHL,Pharmaceuticals," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "," 125,505,647 "
CITYBANK,Bank," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "," 875,798,043 "
CITYGENINS,General Insurance," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "," 61,969,204 "
ALIF,Textile," 109,396,897 "," 109,396,897 "," 109,396,897 "," 109,396,897 "," 109,396,897 "," 109,396,897 "," 109,396,897 "," 109,396,897 "," 109,396,897 "," 109,396,897 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "," 218,793,795 "
CNATEX,Textile," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "," 239,316,000 "
CONFIDCEM,Cement," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "," 53,992,224 "
CONTININS,General Insurance," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "," 31,416,289 "
CVOPRL,Fuel & Power," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "," 19,800,000 "
CVOPRL,Foods & Allied, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
DACCADYE,Textile," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "," 87,153,454 "
DAFODILCOM,IT," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "," 49,912,262 "
DBH,NBFI," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "," 121,865,730 "
DBH1STMF,Mutual Fund," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "," 120,000,000 "
DELTALIFE,Life Insurance," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "," 118,800,000 "
DELTASPINN,Textile," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "," 166,481,964 "
DESCO,Fuel & Power," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "," 397,569,821 "
DESHBANDHU,Industrial," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "," 61,365,150 "
