Ticker,Sector,28-Dec-17,1-Jan-18,2-Jan-18,3-Jan-18,4-Jan-18,7-Jan-18,8-Jan-18,9-Jan-18,10-Jan-18,11-Jan-18,14-Jan-18,15-Jan-18,16-Jan-18,17-Jan-18,18-Jan-18,21-Jan-18,22-Jan-18,23-Jan-18,24-Jan-18,25-Jan-18,28-Jan-18,29-Jan-18,30-Jan-18,31-Jan-18,1-Feb-18,4-Feb-18,5-Feb-18,6-Feb-18,7-Feb-18,8-Feb-18,11-Feb-18,12-Feb-18,13-Feb-18,14-Feb-18,15-Feb-18,18-Feb-18,19-Feb-18,20-Feb-18,22-Feb-18,25-Feb-18,26-Feb-18,27-Feb-18,28-Feb-18,1-Mar-18,4-Mar-18,5-Mar-18,6-Mar-18,
NHFIL,NBFI," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "," 106,392,000 "
NILOYCEM,Cement, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
NITOLINS,General Insurance," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "," 35,269,861 "
NLI1STMF,Mutual Fund," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "," 50,333,800 "
NORTHERN,Jute," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "," 2,142,000 "
NORTHRNINS,General Insurance," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "," 42,659,612 "
NPOLYMAR,Industrial," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "," 24,517,494 "
NTC,Foods & Allied," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "," 6,600,000 "
NTLTUBES,Industrial," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "," 28,778,350 "
OAL,Industrial," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "," 154,115,438 "
OCL,Industrial," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "," 40,906,250 "
OLYMPIC,Foods & Allied," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "," 199,938,969 "
ONEBANKLTD,Bank," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "," 730,032,165 "
ORIONINFU,Pharmaceuticals," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "," 20,359,760 "
ORIONPHARM,Pharmaceuticals," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "," 234,000,000 "
PADMACEM,Cement, -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   
PADMALIFE,Life Insurance," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "," 38,880,000 "
PADMAOIL,Fuel & Power," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "," 98,232,750 "
PARAMOUNT,General Insurance," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "," 28,764,514 "
PENINSULA,Tourism & Leisure," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "," 118,666,800 "
PEOPLESINS,General Insurance," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "," 46,198,845 "
PF1STMF,Mutual Fund," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "," 60,000,000 "
PHARMAID,Pharmaceuticals," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "," 3,120,000 "
PHENIXINS,General Insurance," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "," 32,273,234 "
PHOENIXFIN,NBFI," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "," 121,494,666 "
PHPMF1,Mutual Fund," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "," 274,484,743 "
PIONEERINS,General Insurance," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "," 69,980,625 "
PLFSL,NBFI," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "," 285,440,597 "
POPULAR1MF,Mutual Fund," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "," 295,502,514 "
POPULARLIF,Life Insurance," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "," 63,449,776 "
POWERGRID,Fuel & Power," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "," 460,912,997 "
